artist,country,genre,image_uri,uri,debut_album_year,track_name,song_uri,song_image_uri,group_size,gender
Miranda Lambert,us,country,https://i.scdn.co/image/ab6761610000e5ebd155caf6e83268ad61be09cd,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,2005,Drunk (And I Don't Wanna Go Home),https://p.scdn.co/mp3-preview/e8abd765de43ccea6dc30c7b7b0a391367825f87?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c543eab4c605e09a6c0446e8,1,f
La Adictiva,mx,Latin,https://i.scdn.co/image/ab6761610000e5eb18129b218ae9c07848ddc759,spotify:artist:49EE6lVLgU8sp7dFgPshgM,2010,JGL,https://p.scdn.co/mp3-preview/32ecbb66fde61e242801f31937a0595215bf4e94?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273deb46423294da327d2246acd,10,f
Tina Turner,us,Pop,https://i.scdn.co/image/ab6761610000e5eb4a47fa4c586d83120fe64506,spotify:artist:1zuJe6b1roixEKMOtyrEak,1984,What's Love Got to Do with It,https://p.scdn.co/mp3-preview/c54ecb4a7ba8eda8e81904cbc9bf61d120da851a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f0b43fee481f279a186dff20,1,f
Dadju,fr,R&B,https://i.scdn.co/image/ab6761610000e5eb0910ff09d3b54b114d233aa3,spotify:artist:4sbXXFzEWJY2zsZjelerjX,2017,"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix",https://p.scdn.co/mp3-preview/4de243d2260312a0324fb04e06e47c3ead455bc5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27386ec217718905b9eeb9f712f,1,m
MC Don Juan,br,Latin,https://i.scdn.co/image/ab6761610000e5eb5fed237cb1fdd5ce4d7becff,spotify:artist:7Lmrb6KcIzfkmgbtokjsAL,2019,Revoada do Tubarão 3,https://p.scdn.co/mp3-preview/f7e93e84487d63cc094ab23cf49efeaff0cbe6a5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273383649ae007c2c3feda08e56,1,m
Jon Z,pr,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb23d9f7e7fe629859ba1b5d83,spotify:artist:5bWUlnPx9OYKsLiUJrhCA1,2015,Quiere Que Llame,https://p.scdn.co/mp3-preview/1a98550d293c2fd431931c40dfc2f495aeacd9f0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736e9f06d94935a391b194c1aa,1,m
Dierks Bentley,us,country,https://i.scdn.co/image/ab6761610000e5ebe0febc1601aad65851634536,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,2003,Gold,https://p.scdn.co/mp3-preview/063f804cd5c577c1599fe1ee98798a1cbe46d0d5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732228cf11b2f8843e2032b1a4,1,m
3 Doors Down,us,Rock,https://i.scdn.co/image/ab6761610000e5ebe259ee48201f121644cdf8a2,spotify:artist:2RTUTCvo6onsAnheUk3aL9,2000,Kryptonite,https://p.scdn.co/mp3-preview/8eea4101791149dfe71f9cc5e2b4606b9e29bada?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732868c4713a3912fd476b42f1,5,m
John Denver,us,Rock,https://i.scdn.co/image/ab6761610000e5eb748322a35cb459c837d5ac9e,spotify:artist:7EK1bQADBoqbYXnT4Cqv9w,1966,"Take Me Home, Country Roads",https://p.scdn.co/mp3-preview/312d9752910d21881950597b0b0efbd6b20c5ef2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a19cee952b6dae128d68f116,1,m
George Harrison,uk,Rock,https://i.scdn.co/image/ab6761610000e5eb7fda8adcbe0cd99ec83a3bcf,spotify:artist:7FIoB5PHdrMZVC3q2HE5MS,1968,My Sweet Lord - Remastered 2014,https://p.scdn.co/mp3-preview/5103a81f0d7fc4d2739c5ec8b0ff77fffaaa80fb?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273acc11d868a59008935e72299,1,m
Jay Sean,uk,R&B,https://i.scdn.co/image/ab6761610000e5eb1fe57aeec785741820fedd52,spotify:artist:4pADjHPWyrlAF0FA7joK2H,2008,Down,https://p.scdn.co/mp3-preview/b1800143e922d306b4e44e6be8357b1afcb4d8e2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e207a14471e5356294146e9d,1,m
Chayanne,pr,Pop,https://i.scdn.co/image/ab6761610000e5eb4efd383456af3ada1700ebee,spotify:artist:1JbemQ1fPt2YmSLjAFhPBv,1984,El Ultimo Adiós - Varios Artistas Version,https://p.scdn.co/mp3-preview/c810013a25333bb91c3d3e7cd22960fb800f990d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734e19f670ace532c6c2202094,1,m
The Smashing Pumpkins,us,Rock,https://i.scdn.co/image/ab6761610000e5eb1a7d0845c3b7e2f130264957,spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,1991,1979 - Remastered 2012,https://p.scdn.co/mp3-preview/8f1751aeb42edfdbbca0f2d3cdf899a2a7a0279e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273431ac6e6f393acf475730ec6,4,m
Bones,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb31672210ac133d978de5ce45,spotify:artist:5v2WhpA59TJSdPh7LCx1lN,2013,HDMI,https://p.scdn.co/mp3-preview/15af0b5983b7d493d4925846a3656e2b7a52cc86?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f7d60ae94e7b907a8a9ca3f3,1,m
King Von,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb5c0b2129a88c7d6ed0704556,spotify:artist:6QtgPSJPSzcnn7dPZ4VINp,2019,Took Her To The O,https://p.scdn.co/mp3-preview/ad9a6da0cb161abed72a6a88d7afac62e94dd406?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738649220140846c7edf7f1978,1,m
Yung Gravy,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eba6d406762b9766a3f5fd7831,spotify:artist:2YOYua8FpudSEiB9s88IgQ,2018,Betty (Get Money),https://p.scdn.co/mp3-preview/a711874fe2f9536664f57fe4dfe6f8a287a42de6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734684ae99ac25a39d60e0a23b,1,m
Sofia Reyes,mx,Pop,https://i.scdn.co/image/ab6761610000e5eb8618bac2defc5fc379e51231,spotify:artist:0haZhu4fFKt0Ag94kZDiz2,2017,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",https://p.scdn.co/mp3-preview/3b34168bd483a84571607cf0d9cba8278a447300?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ef8ed069d19e60c2ee7249af,1,f
Calle 13,pr,Hip Hop,https://i.scdn.co/image/edabfb79fbf3d71ad9d0961a7b199a1470fe5372,spotify:artist:0yNSzH5nZmHzeE2xn6Xshb,2005,Atrévete-Te-Te,https://p.scdn.co/mp3-preview/b82a6bc8d426e0ae274882a2d19d8cfba0712e38?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bf3d37f1fd6a7e2cb5fd1487,1,m
Eslabon Armado,us,Latin,https://i.scdn.co/image/ab6761610000e5eb114fc6846b9f0e0746baa6a7,spotify:artist:0XeEobZplHxzM9QzFQWLiR,2020,Jugaste y Sufrí,https://p.scdn.co/mp3-preview/9668ebe4bba322652de4841bae7271309029c82c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273657fa1079d4f17b7e06dd86e,3,m
Goo Goo Dolls,us,Rock,https://i.scdn.co/image/ab6761610000e5ebd06647dddf0f321a49934437,spotify:artist:2sil8z5kiy4r76CRTXxBCA,1987,Iris,https://p.scdn.co/mp3-preview/5d5fa1175641497d27c64f22a81f2f41ae674842?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,3,m
American Authors,us,Rock,https://i.scdn.co/image/ab6761610000e5eb5e28b1947246a1928d9086f0,spotify:artist:0MlOPi3zIDMVrfA9R04Fe3,2014,Best Day Of My Life,https://p.scdn.co/mp3-preview/cd9931a5e0ba752f04c696a86b530562ee2d3d5d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cc761ba55b0e7abad4539abe,3,m
Electric Light Orchestra,uk,Rock,https://i.scdn.co/image/ab6761610000e5eb3f289b61b4d965ce54e31841,spotify:artist:7jefIIksOi1EazgRTfW2Pk,1971,Mr. Blue Sky,https://p.scdn.co/mp3-preview/69808f0ac4e57bd9fa9810abfd2921fb3ee1533c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738c4e95986c803791125e8991,7,m
Leona Lewis,uk,Pop,https://i.scdn.co/image/ab6761610000e5ebe9cf3862b8027eb5b9f6b831,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,2007,One More Sleep,https://p.scdn.co/mp3-preview/323ef0a588ed3961f950c93f9adfcd26ac8f529a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b9eeb2705c983089c2412a80,1,f
Alan Jackson,us,country,https://i.scdn.co/image/ab6772690000c46c1dce50b93ca0b1e2f459d9e6,spotify:artist:4mxWe1mtYIYfP040G38yvS,1990,Chattahoochee,https://p.scdn.co/mp3-preview/579390892fc6bf8bb3b8a9ed84fe24c3de497cd6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273933cf67cacfab71afa20c6c4,1,m
M83,fr,Pop,https://i.scdn.co/image/ab6761610000e5ebfdb74f864a7a2cca6014a8a6,spotify:artist:63MQldklfxkjYDoUE4Tppz,2001,Midnight City,https://p.scdn.co/mp3-preview/92f17fce2b19d8f1aee20d488e6acfe49e452f49?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fff2cb485c36a6d8f639bdba,2,m
Wham!,uk,Pop,https://i.scdn.co/image/028bf41acbd7858a4a8acf688a392d4ee9e369ef,spotify:artist:5lpH0xAS4fVfLkACg9DAuM,1983,Last Christmas,https://p.scdn.co/mp3-preview/e0977ffe721d032577fa5ae8a82ee79540c26970?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f2d2adaa21ad616df6241e7d,2,m
Kelsea Ballerini,us,country,https://i.scdn.co/image/ab6761610000e5ebb4410e78e44f70d0abfd6c9c,spotify:artist:3RqBeV12Tt7A8xH3zBDDUF,2015,I Quit Drinking,https://p.scdn.co/mp3-preview/45a47f348cf6df4d22c8b160abe1a02cf50c9b98?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b0be5e7275db8b7baa1ef779,1,f
Deftones,us,Metal,https://i.scdn.co/image/ab6761610000e5eb4b2da0b72cab26ac518f1f0d,spotify:artist:6Ghvu1VvMGScGpOUJBAHNH,1995,Change (In the House of Flies),https://p.scdn.co/mp3-preview/c6ccce7d82747dcb5467b8879d827b0c262905f8?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735c53799f473fa3e1a48c00ed,5,m
Ella Henderson,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb6c6702fe8d62862e6f8bc373,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1,2015,Crazy What Love Can Do,https://p.scdn.co/mp3-preview/a8c39c0a5d04d24694f1bc2647381318fd4ddacd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273654c0a1cb2c30dd8e11c0186,1,f
Soulja Boy,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eba0b85051b7e8ea8c9739a87e,spotify:artist:6GMYJwaziB4ekv1Y6wCDWS,2007,Kiss Me Thru The Phone,https://p.scdn.co/mp3-preview/2c5aabb05cdff6eb6af5e3ec02b04f8dfa7553e4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736aef62bd0a60aac7df9a9e37,1,m
Luísa Sonza,br,Pop,https://i.scdn.co/image/ab6761610000e5eb9ac9751193c7c49b97db7b60,spotify:artist:4PzYKhC14sTJNEr0dzoo0d,2019,MAMA.CITA (hasta la vista),https://p.scdn.co/mp3-preview/2c9ee9b45fc41021106b02675bdd9b16b59cc59b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fcf6704f3e7b4f1acc6880ad,1,f
Alice In Chains,us,Rock,https://i.scdn.co/image/ab6761610000e5eb6114a63659d0d5c0a801f733,spotify:artist:64tNsm6TnZe2zpcMVMOoHL,1990,Man in the Box,https://p.scdn.co/mp3-preview/e8f64bbe777d801968d88d492bf2eca9512eae55?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731f829ea9c2c7ffcec1a3c857,4,m
Andrea Bocelli,it,Classical,https://i.scdn.co/image/ab6761610000e5eb9855fec05d30c66590e60f7a,spotify:artist:3EA9hVIzKfFiQI0Kikz2wo,1994,Con te partirò,https://p.scdn.co/mp3-preview/7dad6897efaf90c7d5be2ef64f873f364b6ca07a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737e69f0cf9685328522e66e14,1,m
Beabadoobee,uk,Pop,https://i.scdn.co/image/ab6761610000e5ebc8b4ad8a13f54ee2a5184838,spotify:artist:35l9BRT7MXmM8bv2WDQiyB,2018,death bed (coffee for your head),https://p.scdn.co/mp3-preview/eb52a920dd6fafb07ae1f9e5e60f9279ee854b89?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273bf01fd0986a195d485922167,1,f
Jon Pardi,us,country,https://i.scdn.co/image/ab6761610000e5eb9ab434ef1b8d8aff5fce625d,spotify:artist:4MoAOfV4ROWofLG3a3hhBN,2014,Night Shift,https://p.scdn.co/mp3-preview/d12e787de7bf7077ebec2daa84f5f285b55e9011?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27314d09c1ad67f2028764ee0f4,1,m
Owl City,us,Pop,https://i.scdn.co/image/ab6761610000e5ebb11621be721212c67821a926,spotify:artist:07QEuhtrNmmZ0zEcqE9SF6,2007,Fireflies,https://p.scdn.co/mp3-preview/2239ff2e838d8d22c2f54609813f5ab76a8a7eeb?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273785d4e702802da500fc78b32,1,m
Blondie,us,Rock,https://i.scdn.co/image/ab6761610000e5eb67dc4da82c968767d994f3c3,spotify:artist:4tpUmLEVLCGFr93o8hFFIB,1976,Call Me,https://p.scdn.co/mp3-preview/b873963aaa0f5f3a2ec9372b6315e1f2de460dc8?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27313cbe3e4dfa81fe5b91f2f1c,5,x
Ludwig van Beethoven,de,Classical,https://i.scdn.co/image/db022999443da6f89e250086329d98b17399b346,spotify:artist:2wOqMjp9TyABvtHdOSOTUS,2019,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",https://p.scdn.co/mp3-preview/fc5bd44716d9ab764f27af8457497a18fe21e172?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735fbde95caaf1018f9af50f71,1,m
VIZE,de,Electronic,https://i.scdn.co/image/ab6761610000e5ebe67179e73f2b224ffba88530,spotify:artist:09agIJMxCD2k87ys9Al0f0,2021,One Last Time (with R3HAB) (feat. Enny-Mae),https://p.scdn.co/mp3-preview/c1bd5b8a5f40c929f3d8b9fc2e17f173c8623dcc?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737760bbe2888b131622a48156,2,m
Queens of the Stone Age,us,Rock,https://i.scdn.co/image/ab6761610000e5ebc194721f2ca5433bc78b0e74,spotify:artist:4pejUc4iciQfgdX6OKulQn,1998,No One Knows,https://p.scdn.co/mp3-preview/77fe4e238d37023a16ff3fb02a77c0aa06fdf2f6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739b62c36a1f8ac00d60f460cc,5,m
Lenny Kravitz,us,Rock,https://i.scdn.co/image/ab6761610000e5eb7e8726da6b15e258be59c13b,spotify:artist:5gznATMVO85ZcLTkE9ULU7,1989,Are You Gonna Go My Way,https://p.scdn.co/mp3-preview/112ca8f7084084ccfc082989ee486f7a4a74711d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273542d87e4d1512bf7facb3860,1,m
Two Feet,us,Pop,https://i.scdn.co/image/ab6761610000e5ebfcaa268ce48afd467463ef76,spotify:artist:5sWHDYs0csV6RS48xBl0tH,2018,I Feel Like I'm Drowning,https://p.scdn.co/mp3-preview/984c545e0af8c9b3300ef9e26d97dc0c9c61da68?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fe3a12c23f04549cef0fbe84,1,m
Beastie Boys,us,Hip Hop,https://i.scdn.co/image/705bcd56dc5dbf9ebc578a3ba8094e6d622862c2,spotify:artist:03r4iKL2g2442PT9n2UKsx,1986,Sabotage,https://p.scdn.co/mp3-preview/91f705bdad4c8ba104d15f7629c7b2ec4dc13b50?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273436a305db8bd85b820da3e5a,3,m
Cristian Castro,mx,Latin,https://i.scdn.co/image/45025bd1014527e8f113b22fa647da7a142c3d6c,spotify:artist:2AZOALDIBORfbzKTuliwdJ,1992,No Podras,https://p.scdn.co/mp3-preview/ab120f5470434475e981918bd936f5865157289f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735cbc00c3eb70b3ff45ecebc6,1,m
Lee Brice,us,country,https://i.scdn.co/image/ab6761610000e5ebdda79571deaba197ad4793e2,spotify:artist:5Zq7R5qmi58ByYyBQTlNuk,2010,Soul,https://p.scdn.co/mp3-preview/f225ce2341a064558a844549d38026b5b0e28d02?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fc27d74c91d8fa9e528b288c,1,m
Tori Kelly,us,Pop,https://i.scdn.co/image/ab6761610000e5eb99cc6e6af1e04a142709f617,spotify:artist:1vSN1fsvrzpbttOYGsliDr,2016,I Say A Little Prayer (with Pharrell Williams),https://p.scdn.co/mp3-preview/f4110dd1b14da414e609c56b25a0942ff22567b0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735551adb75cf7c4737f93ed1d,1,f
Guaynaa,pr,Latin,https://i.scdn.co/image/ab6761610000e5eb710db427ce36c07d6902f1e9,spotify:artist:0BqURncJM5B1BBu7UM51eq,2020,Chica Ideal,https://p.scdn.co/mp3-preview/f0cf6f8f849694b589eba42b37c11ecc607bd015?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,1,m
Trueno,ar,Latin,https://i.scdn.co/image/ab6761610000e5eb18af5b851999c50e3b7b1cb4,spotify:artist:2x7PC78TmgqpEIjaGAZ0Oz,2020,Los Aparatos,https://p.scdn.co/mp3-preview/af25f6d6c725b19adb0f635f6a8fbe2df757b2fc?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273011d2e23e29bae99c2e9ac3a,1,m
Trevor Daniel,us,Pop,https://i.scdn.co/image/ab6761610000e5eba253922efd0bb7a1f77c0eaf,spotify:artist:7uaIm6Pw7xplS8Dy06V6pT,2020,Falling,https://p.scdn.co/mp3-preview/d0410646d50ff7e8b90908170597cc7a25bacd65?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734dbf782532ca5d09012dc2d5,1,m
Pnau,au,Electronic,https://i.scdn.co/image/ab6761610000e5eb7211732c945e492c8f8c68cc,spotify:artist:6n28c9qs9hNGriNa72b26u,2005,Cold Heart - PNAU Remix,https://p.scdn.co/mp3-preview/f0fe18f93a65ac4abc573c2dfea006273139ead5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273523458c391fe8180a19a1069,3,m
La Oreja de Van Gogh,es,Rock,https://i.scdn.co/image/ab6761610000e5ebc9ea82332c05d870ce3cfe6e,spotify:artist:4U7lXyKdSf1JbM1aXvsodC,1999,Rosas,https://p.scdn.co/mp3-preview/32d3037846c141c8887a2a9195baf630b6f747c1?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730f1c7d18178dc43bbb8fb634,5,x
Ella Eyre,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb12123322672fbf71bd1e5c94,spotify:artist:66TrUkUZ3RM29dqeDQRgyA,2013,Deep Down (feat. Never Dull),https://p.scdn.co/mp3-preview/bcb5cfb65c172381a1ecd0260e9632f7d16d9740?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ed443f0fff29eee63c9ede20,1,f
A7S,se,Electronic,https://i.scdn.co/image/ab6761610000e5ebeb8c8179b711c9b105286df6,spotify:artist:5Wg2b4Mp42gicxEeDNawf7,2019,Kernkraft 400 (A Better Day),https://p.scdn.co/mp3-preview/f84a46f6807094dfe9e57c7435c054cc48dc98e5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e1cafe604179a9438dee7a94,1,m
Central Cee,uk,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb04fd53cd7eb0cf48d82de940,spotify:artist:5H4yInM5zmHqpKIoMNAx4r,2021,LET GO,https://p.scdn.co/mp3-preview/a5503c06d70eb0ae57fc4196e00393a5dc812728?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273638ef1228c87a6bc74a4ea0f,1,m
Lennon Stella,us,Pop,https://i.scdn.co/image/ab6761610000e5ebd28e3bcc85f25f2814aa3830,spotify:artist:1cZQSpDsxgKIX2yW5OR9Ot,2020,Takeaway,https://p.scdn.co/mp3-preview/0e5f8def9f425221c72560ce52141e3d0acf83f3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735e90ff76fd49a23f7333de76,1,f
Beret,es,Pop,https://i.scdn.co/image/ab6761610000e5eb358d0cb7bf7e241430d44308,spotify:artist:0ZHPrnImGh4re3TbSNkoZl,2016,Porfa no te vayas,https://p.scdn.co/mp3-preview/073269b43ec821c0f37da2b6c786a8f01c08b0cb?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ceee1a310316b6b112c8984d,4,m
Phoebe Bridgers,us,Pop,https://i.scdn.co/image/ab6761610000e5eb626686e362d30246e816cc5b,spotify:artist:1r1uxoy19fzMxunt3ONAkG,2017,Motion Sickness,https://p.scdn.co/mp3-preview/03bd2422cb4149c93e7b1c070aade6216778634f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27368b90c3b34c3ac22856ddab8,1,f
Dominic Fike,us,Pop,https://i.scdn.co/image/ab6761610000e5eb256e69d89a34dfc04d695856,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,2018,Babydoll,https://p.scdn.co/mp3-preview/cc58393652a42b7aaad09a19e590fcae16c379b2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737b1b6f41c1645af9757d5616,1,m
Intocable,mx,Latin,https://i.scdn.co/image/ab6761610000e5eb688edc7727fd477c37156346,spotify:artist:108moq3rq6bm1M4Ypz0J02,1993,Fuerte No Soy,https://p.scdn.co/mp3-preview/9e5c3c1edafa3deb4185afe94e2acdd7280142de?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736d403e671b0d0617c676b254,5,m
INXS,au,Rock,https://i.scdn.co/image/ab6761610000e5eb9bfd44c9bd2aae22edfd99bf,spotify:artist:1eClJfHLoDI4rZe5HxzBFv,1981,Never Tear Us Apart,https://p.scdn.co/mp3-preview/9223145e0f52f55c88499153afabb6f8475df901?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734053ce7818f114a4e8dde08f,6,m
Gym Class Heroes,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb2b128023b3a465eb11c8d204,spotify:artist:4IJczjB0fJ04gs4uvP0Fli,2005,Stereo Hearts (feat. Adam Levine),https://p.scdn.co/mp3-preview/37d2b8322116dd94de468d34afd5b51414281344?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,4,m
Snow Patrol,uk,Rock,https://i.scdn.co/image/ab6761610000e5eb02dd5c821135e146eb2bfc85,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,1998,Chasing Cars,https://p.scdn.co/mp3-preview/c026babf3200ee9981068f6344eff742b438b42b?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735da2756220da9b6f17924f8f,5,m
Mother Mother,ca,Rock,https://i.scdn.co/image/ab6761610000e5eb61493120c1f08589dfadf9a0,spotify:artist:0e86yPdC41PGRkLp2Q1Bph,2007,Verbatim,https://p.scdn.co/mp3-preview/fea373245ffd0829fdd9a5d54928ffab7101f8f7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734f2dc51d1c8453753af90ad0,5,x
Fivio Foreign,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb366afadc7bfc1671fb1d4f2c,spotify:artist:14CHVeJGrR5xgUGQFV5BVM,2020,Headshot (feat. Polo G & Fivio Foreign),https://p.scdn.co/mp3-preview/5cb9dca1c35cb8d63009f2b211381f152ab8dba1?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735af0305457ff290e06dcc4c2,1,m
Sandro Cavazza,se,Pop,https://i.scdn.co/image/ab6761610000e5eb84530f293ba1e7b363fe0f64,spotify:artist:5JYo7gm2dkyLLlWHjxS7Dy,2017,Without You (feat. Sandro Cavazza),https://p.scdn.co/mp3-preview/9b905d49e2fdee5550555acc6bc091e397db918e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273a26cc58b4d64c2ece3376389,1,m
Sin Bandera,mx,Pop,https://i.scdn.co/image/ab6761610000e5ebc013c0aa8fcc3e50677f5544,spotify:artist:7xeM7V59cA1X8GKyKKQV87,2003,Mientes Tan Bien,https://p.scdn.co/mp3-preview/9ea610799b8fc4d83f135daf4b63a38e70b44e09?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27365ad331cf7c3f45284ca8a39,1,m
Empire Of The Sun,au,Pop,https://i.scdn.co/image/ab6761610000e5ebe51c443e9e8c1952c80357b4,spotify:artist:67hb7towEyKvt5Z8Bx306c,2008,Walking On A Dream,https://p.scdn.co/mp3-preview/edc56029c09193c9c72d3f1450ebcf9fcaf2f434?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273f3aa0e6ca22a382007f61e4d,1,m
Sufjan Stevens,us,Pop,https://i.scdn.co/image/ab6761610000e5eb716bfefb3e9691631a9b2757,spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,2003,Fourth of July,https://p.scdn.co/mp3-preview/8de61011b7b82cc1dc4c58ead7909f01b6620758?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273820e2ac14772ae3162c6d479,1,m
